stationid,latitude,longitude,depth,stationdepthunits,areaweight,replicate,sampledate,taxon,abundance,exclude,stratum,finalstratum,salinity,areaweight_all_sites
B18-10086,32.62354954,-117.1336251,3,m,0.26648596,1,8/1/2018,Neanthes acuminata Cmplx,1,No,Marinas,Marinas,-88,0.26648596
B18-10086,32.62354954,-117.1336251,3,m,0.26648596,1,8/1/2018,Paracerceis sculpta,1,No,Marinas,Marinas,-88,0.26648596
B18-10086,32.62354954,-117.1336251,3,m,0.26648596,1,8/1/2018,Schmittius politus,1,No,Marinas,Marinas,-88,0.26648596
B18-10086,32.62354954,-117.1336251,3,m,0.26648596,1,8/1/2018,Scoletoma sp,1,No,Marinas,Marinas,-88,0.26648596
B18-10086,32.62354954,-117.1336251,3,m,0.26648596,1,8/1/2018,Sphaeromatidae,1,Yes,Marinas,Marinas,-88,0.26648596
B18-10087,32.62166071,-117.1021686,3.6,m,0.26648596,1,8/1/2018,Musculista senhousia,91,No,Marinas,Marinas,-88,0.26648596
B18-10087,32.62166071,-117.1021686,3.6,m,0.26648596,1,8/1/2018,Zeuxo normani Cmplx,47,No,Marinas,Marinas,-88,0.26648596
B18-10087,32.62166071,-117.1021686,3.6,m,0.26648596,1,8/1/2018,Acteocina carinata,37,No,Marinas,Marinas,-88,0.26648596
B18-10087,32.62166071,-117.1021686,3.6,m,0.26648596,1,8/1/2018,Leitoscoloplos pugettensis,31,No,Marinas,Marinas,-88,0.26648596
B18-10087,32.62166071,-117.1021686,3.6,m,0.26648596,1,8/1/2018,Amphipholis squamata,24,No,Marinas,Marinas,-88,0.26648596
B18-10087,32.62166071,-117.1021686,3.6,m,0.26648596,1,8/1/2018,Actiniaria sp 1,20,No,Marinas,Marinas,-88,0.26648596
B18-10087,32.62166071,-117.1021686,3.6,m,0.26648596,1,8/1/2018,Mayerella acanthopoda,15,No,Marinas,Marinas,-88,0.26648596
B18-10087,32.62166071,-117.1021686,3.6,m,0.26648596,1,8/1/2018,Scoletoma sp C,6,No,Marinas,Marinas,-88,0.26648596
B18-10087,32.62166071,-117.1021686,3.6,m,0.26648596,1,8/1/2018,Pseudopolydora paucibranchiata,5,No,Marinas,Marinas,-88,0.26648596
B18-10087,32.62166071,-117.1021686,3.6,m,0.26648596,1,8/1/2018,Actiniaria,3,Yes,Marinas,Marinas,-88,0.26648596
B18-10087,32.62166071,-117.1021686,3.6,m,0.26648596,1,8/1/2018,Bemlos macromanus,3,No,Marinas,Marinas,-88,0.26648596
B18-10087,32.62166071,-117.1021686,3.6,m,0.26648596,1,8/1/2018,Paranthura japonica,3,No,Marinas,Marinas,-88,0.26648596
B18-10087,32.62166071,-117.1021686,3.6,m,0.26648596,1,8/1/2018,Exogone lourei,2,No,Marinas,Marinas,-88,0.26648596
B18-10087,32.62166071,-117.1021686,3.6,m,0.26648596,1,8/1/2018,Grandidierella japonica,2,No,Marinas,Marinas,-88,0.26648596
B18-10087,32.62166071,-117.1021686,3.6,m,0.26648596,1,8/1/2018,Panopeidae,2,No,Marinas,Marinas,-88,0.26648596
B18-10087,32.62166071,-117.1021686,3.6,m,0.26648596,1,8/1/2018,Chondrochelia dubia Cmplx,1,No,Marinas,Marinas,-88,0.26648596
B18-10087,32.62166071,-117.1021686,3.6,m,0.26648596,1,8/1/2018,Harmothoe imbricata Cmplx,1,No,Marinas,Marinas,-88,0.26648596
B18-10087,32.62166071,-117.1021686,3.6,m,0.26648596,1,8/1/2018,Hippolyte californiensis,1,No,Marinas,Marinas,-88,0.26648596
B18-10087,32.62166071,-117.1021686,3.6,m,0.26648596,1,8/1/2018,Mediomastus sp,1,No,Marinas,Marinas,-88,0.26648596
B18-10087,32.62166071,-117.1021686,3.6,m,0.26648596,1,8/1/2018,Monocorophium acherusicum,1,No,Marinas,Marinas,-88,0.26648596
B18-10087,32.62166071,-117.1021686,3.6,m,0.26648596,1,8/1/2018,Nymphon pixellae,1,No,Marinas,Marinas,-88,0.26648596
B18-10087,32.62166071,-117.1021686,3.6,m,0.26648596,1,8/1/2018,Paradexamine sp SD1,1,No,Marinas,Marinas,-88,0.26648596
B18-10087,32.62166071,-117.1021686,3.6,m,0.26648596,1,8/1/2018,Phoronis sp,1,No,Marinas,Marinas,-88,0.26648596
B18-10087,32.62166071,-117.1021686,3.6,m,0.26648596,1,8/1/2018,Sphaeromatidae,1,No,Marinas,Marinas,-88,0.26648596
B18-10087,32.62166071,-117.1021686,3.6,m,0.26648596,1,8/1/2018,Tellina meropsis,1,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Musculista senhousia,115,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Exogone lourei,50,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Mayerella acanthopoda,39,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Acteocina carinata,35,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Leitoscoloplos pugettensis,30,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Acromegalomma pigmentum,26,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Scoletoma sp C,15,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Chondrochelia dubia Cmplx,8,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Amphipholis squamata,6,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Leptosynapta sp,5,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Lyonsia californica,5,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Pseudopolydora paucibranchiata,5,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Anoplodactylus erectus,4,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Bemlos macromanus,4,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Mediomastus sp,4,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Theora lubrica,4,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Euphilomedes carcharodonta,3,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Kirkegaardia sp,3,Yes,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Phoronis sp,3,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Siriella pacifica,3,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Amphiuridae,2,Yes,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Armandia brevis,2,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Edwardsiidae,2,Yes,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Eteone brigitteae,2,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Kirkegaardia sp 1,2,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Paradexamine sp SD1,2,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Prionospio heterobranchia,2,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Solen rostriformis,2,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Actiniaria,1,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Alia tuberosa,1,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Alpheus californiensis,1,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Ceriantharia,1,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Glycera americana,1,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Neanthes acuminata Cmplx,1,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Odontosyllis phosphorea,1,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Philine ornatissima,1,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Podocerus fulanus,1,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Protohyale frequens,1,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Tellina meropsis,1,No,Marinas,Marinas,-88,0.26648596
B18-10088,32.62153,-117.13015,3.5,m,0.26648596,1,8/1/2018,Tubulanus sp SD1,1,No,Marinas,Marinas,-88,0.26648596
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Cossura sp A,31,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Eochelidium sp A,20,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Kirkegaardia siblina,18,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Aphelochaeta petersenae,15,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Mediomastus sp,11,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Amphicteis scaphobranchiata,10,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Sigambra sp,10,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Cossura candida,9,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Hartmanodes hartmanae,9,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Laonice cirrata,8,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Chaetozone corona,7,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Phoronis sp,7,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Scoletoma sp,6,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Acanthoptilum sp,5,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Listriella goleta,5,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Scleroplax granulata,5,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Theora lubrica,5,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Chaetozone hartmanae,4,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Neotrypaea gigas,4,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Streblosoma crassibranchia,4,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Tubulanus polymorphus,3,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Amage scutata,2,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Amphisamytha bioculata,2,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Heteronemertea,2,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Kirkegaardia serratiseta,2,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Melinna oculata,2,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Paradoneis spinifera,2,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Pista brevibranchiata,2,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Pista wui,2,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Poecilochaetus martini,2,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Ampelisca cristata microdentata,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Aphelochaeta monilaris,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Bipalponephtys cornuta,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Caridea,1,Yes,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Crepipatella lingulata,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Cryptomya californica,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Drilonereis sp,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Glycera americana,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Gymnonereis crosslandi,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Harmothoe imbricata Cmplx,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Hiatella arctica,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Hippolytidae,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Kirkegaardia cryptica,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Leitoscoloplos pugettensis,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Lineidae,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Lumbrineris japonica,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Macoma yoldiformis,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Marphysa disjuncta,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Paradialychone ecaudata,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Periploma discus,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Philine auriformis,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Phyllodoce hartmanae,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Pinnixa franciscana,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Poecilochaetus sp,1,Yes,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Prionospio jubata,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Prionospio lighti,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Pyromaia tuberculata,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Raeta undulata,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Syllis hyperioni,1,No,Ports,Ports,34.2,0.91425882
B18-10089,33.769567,-118.22305,21.5,m,0.91425882,1,8/13/2018,Tenonia priops,1,No,Ports,Ports,34.2,0.91425882
B18-10090,33.766217,-118.277683,15.1,m,0.91425882,1,8/8/2018,Eochelidium sp A,28,No,Ports,Ports,33.9,0.91425882
B18-10090,33.766217,-118.277683,15.1,m,0.91425882,1,8/8/2018,Theora lubrica,20,No,Ports,Ports,33.9,0.91425882
B18-10090,33.766217,-118.277683,15.1,m,0.91425882,1,8/8/2018,Cossura sp A,14,No,Ports,Ports,33.9,0.91425882
B18-10090,33.766217,-118.277683,15.1,m,0.91425882,1,8/8/2018,Leitoscoloplos pugettensis,7,No,Ports,Ports,33.9,0.91425882
B18-10090,33.766217,-118.277683,15.1,m,0.91425882,1,8/8/2018,Myxicola sp,7,No,Ports,Ports,33.9,0.91425882
B18-10090,33.766217,-118.277683,15.1,m,0.91425882,1,8/8/2018,Cossura candida,4,No,Ports,Ports,33.9,0.91425882
B18-10090,33.766217,-118.277683,15.1,m,0.91425882,1,8/8/2018,Scleroplax granulata,4,No,Ports,Ports,33.9,0.91425882
B18-10090,33.766217,-118.277683,15.1,m,0.91425882,1,8/8/2018,Laonice cirrata,2,No,Ports,Ports,33.9,0.91425882
B18-10090,33.766217,-118.277683,15.1,m,0.91425882,1,8/8/2018,Mediomastus sp,2,No,Ports,Ports,33.9,0.91425882
B18-10090,33.766217,-118.277683,15.1,m,0.91425882,1,8/8/2018,Prionospio lighti,2,No,Ports,Ports,33.9,0.91425882
B18-10090,33.766217,-118.277683,15.1,m,0.91425882,1,8/8/2018,Pseudopolydora paucibranchiata,2,No,Ports,Ports,33.9,0.91425882
B18-10090,33.766217,-118.277683,15.1,m,0.91425882,1,8/8/2018,Sinocorophium alienense,2,No,Ports,Ports,33.9,0.91425882
B18-10090,33.766217,-118.277683,15.1,m,0.91425882,1,8/8/2018,Tubulanus polymorphus,2,No,Ports,Ports,33.9,0.91425882
B18-10090,33.766217,-118.277683,15.1,m,0.91425882,1,8/8/2018,Glycera americana,1,No,Ports,Ports,33.9,0.91425882
B18-10090,33.766217,-118.277683,15.1,m,0.91425882,1,8/8/2018,Kirkegaardia siblina,1,No,Ports,Ports,33.9,0.91425882
B18-10090,33.766217,-118.277683,15.1,m,0.91425882,1,8/8/2018,Listriella goleta,1,No,Ports,Ports,33.9,0.91425882
B18-10090,33.766217,-118.277683,15.1,m,0.91425882,1,8/8/2018,Neotrypaea sp,1,No,Ports,Ports,33.9,0.91425882
B18-10090,33.766217,-118.277683,15.1,m,0.91425882,1,8/8/2018,Podarkeopsis glabrus,1,No,Ports,Ports,33.9,0.91425882
B18-10090,33.766217,-118.277683,15.1,m,0.91425882,1,8/8/2018,Salmoneus sp A,1,No,Ports,Ports,33.9,0.91425882
B18-10090,33.766217,-118.277683,15.1,m,0.91425882,1,8/8/2018,Sigambra sp,1,No,Ports,Ports,33.9,0.91425882
B18-10090,33.766217,-118.277683,15.1,m,0.91425882,1,8/8/2018,Spiochaetopterus costarum Cmplx,1,No,Ports,Ports,33.9,0.91425882
B18-10090,33.766217,-118.277683,15.1,m,0.91425882,1,8/8/2018,Streblosoma sp B,1,No,Ports,Ports,33.9,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Acanthoptilum sp,42,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Philine auriformis,18,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Cossura sp A,17,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Ampharetidae,15,Yes,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Sabellides manriquei,15,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Theora lubrica,11,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Kirkegaardia siblina,10,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Phtisica marina,8,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Pista sp,8,Yes,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Leptopecten latiauratus,7,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Laonice cirrata,6,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Amage scutata,5,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Listriella goleta,5,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Chaetozone hartmanae,4,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Lysippe sp A,4,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Marphysa disjuncta,4,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Periploma discus,4,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Thyasira flexuosa,4,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Caecognathia crenulatifrons,3,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Ceriantharia,3,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Maldanidae,3,Yes,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Mediomastus sp,3,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Melinna oculata,3,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Nereis sp A,3,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Phoronis sp,3,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Scoletoma sp,3,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Ampelisca cristata microdentata,2,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Amphideutopus oculatus,2,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Apionsoma misakianum,2,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Crepidula onyx,2,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Diopatra sp,2,Yes,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Laevicardium substriatum,2,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Pista brevibranchiata,2,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Pista estevanica,2,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Pista wui,2,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Poecilochaetus martini,2,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Streblosoma sp B,2,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Ampharete labrops,1,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Caesia fossatus,1,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Cerebratulus californiensis,1,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Chaetozone corona,1,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Compsomyax subdiaphana,1,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Crepipatella lingulata,1,No,Ports,Ports,33.8,0.91425882
B18-10091,33.76245,-118.220433,12.9,m,0.91425882,1,8/10/2018,Cylichna diegensis,1,No,Ports,Ports,33.8,0.91425882
