"stationid","sampledate","replicate","NumOfTaxa","NumOfMolluscTaxa","NotomastusAbun","PctSensTaxa"
"B13-9201",1-01-01,1,19,0,0,5.26315789473684
"B13-9202",1-01-01,1,112,12,0,17.8571428571429
"B13-9204",1-01-01,1,47,5,0,29.7872340425532
"B13-9205",1-01-01,1,61,11,0,4.91803278688525
"B13-9207",1-01-01,1,30,1,0,3.33333333333333
"B13-9210",1-01-01,1,18,2,0,5.55555555555556
"B13-9211",1-01-01,1,11,1,0,0
"B13-9214",1-01-01,1,95,7,0,24.2105263157895
"B13-9217",1-01-01,1,89,7,0,21.3483146067416
"B13-9219",1-01-01,1,85,10,0,28.2352941176471
"B13-9221",1-01-01,1,117,13,1,17.0940170940171
"B13-9223",1-01-01,1,15,1,0,0
"B13-9225",1-01-01,1,9,0,0,0
"B13-9228",1-01-01,1,17,2,0,11.7647058823529
"B13-9229",1-01-01,1,126,13,0,19.8412698412698
"B13-9231",1-01-01,1,4,0,0,0
"B13-9236",1-01-01,1,7,0,0,0
"B13-9237",1-01-01,1,50,7,0,14
"B13-9239",1-01-01,1,98,15,0,25.5102040816327
"B13-9241",1-01-01,1,12,1,0,0
"B13-9245",1-01-01,1,60,9,0,31.6666666666667
"B13-9246",1-01-01,1,14,0,0,7.14285714285714
"B13-9250",1-01-01,1,18,1,0,5.55555555555556
"B13-9251",1-01-01,1,94,12,2,8.51063829787234
"B13-9257",1-01-01,1,146,8,0,13.013698630137
"B13-9259",1-01-01,1,16,0,0,6.25
"B13-9263",1-01-01,1,80,11,0,15
"B13-9266",1-01-01,1,69,11,0,18.8405797101449
"B13-9267",1-01-01,1,54,4,2,18.5185185185185
"B13-9274",1-01-01,1,101,7,4,17.8217821782178
"B13-9277",1-01-01,1,83,12,9,10.8433734939759
"B13-9281",1-01-01,1,28,2,0,14.2857142857143
"B13-9284",1-01-01,1,4,0,0,25
"B13-9285",1-01-01,1,80,7,5,11.25
"B13-9287",1-01-01,1,44,7,0,9.09090909090909
"B13-9290",1-01-01,1,9,0,0,0
"B13-9292",1-01-01,1,100,9,1,19
"B13-9295",1-01-01,1,23,1,0,4.34782608695652
"B13-9303",1-01-01,1,94,15,0,30.8510638297872
"B13-9304",1-01-01,1,82,11,0,23.1707317073171
"B13-9305",1-01-01,1,31,1,0,3.2258064516129
"B13-9307",1-01-01,1,5,0,0,20
"B13-9309",1-01-01,1,22,0,0,22.7272727272727
"B13-9310",1-01-01,1,72,8,2,12.5
"B13-9311",1-01-01,1,24,0,0,4.16666666666667
"B13-9314",1-01-01,1,83,15,1,10.8433734939759
"B13-9315",1-01-01,1,137,13,0,8.75912408759124
"B13-9316",1-01-01,1,85,8,0,16.4705882352941
"B13-9319",1-01-01,1,41,3,0,29.2682926829268
"B13-9320",1-01-01,1,96,10,0,14.5833333333333
"B13-9321",1-01-01,1,148,16,20,18.2432432432432
"B13-9323",1-01-01,1,84,13,0,27.3809523809524
"B13-9326",1-01-01,1,84,11,0,19.047619047619
"B13-9329",1-01-01,1,147,8,0,5.4421768707483
"B13-9331",1-01-01,1,88,9,0,20.4545454545455
"B13-9332",1-01-01,1,10,2,0,10
"B13-9336",1-01-01,1,104,12,2,18.2692307692308
"B13-9338",1-01-01,1,10,1,0,0
"B13-9339",1-01-01,1,93,12,0,17.2043010752688
"B13-9341",1-01-01,1,91,14,1,21.978021978022
"B13-9343",1-01-01,1,64,11,1,9.375
"B13-9345",1-01-01,1,158,8,0,9.49367088607595
"B13-9346",1-01-01,1,101,18,1,23.7623762376238
"B13-9347",1-01-01,1,13,1,0,0
"B13-9348",1-01-01,1,36,1,0,5.55555555555556
"B13-9349",1-01-01,1,7,1,0,0
"B13-9350",1-01-01,1,54,7,0,12.962962962963
"B13-9351",1-01-01,1,76,1,0,10.5263157894737
"B13-9354",1-01-01,1,74,6,3,18.9189189189189
"B13-9356",1-01-01,1,90,13,1,17.7777777777778
"B13-9357",1-01-01,1,139,8,1,12.9496402877698
"B13-9359",1-01-01,1,40,10,0,5
"B13-9360",1-01-01,1,139,14,2,12.9496402877698
"B13-9363",1-01-01,1,89,16,3,10.1123595505618
"B13-9365",1-01-01,1,131,12,11,11.4503816793893
"B13-9366",1-01-01,1,133,18,2,17.2932330827068
"B13-9369",1-01-01,1,23,4,0,13.0434782608696
"B13-9371",1-01-01,1,18,4,0,11.1111111111111
"B13-9372",1-01-01,1,69,7,0,33.3333333333333
"B13-9373",1-01-01,1,132,8,2,11.3636363636364
"B13-9375",1-01-01,1,51,7,0,7.84313725490196
"B13-9376",1-01-01,1,123,15,1,14.6341463414634
"B13-9377",1-01-01,1,62,9,0,38.7096774193548
"B13-9378",1-01-01,1,98,16,2,14.2857142857143
"B13-9379",1-01-01,1,12,1,0,8.33333333333333
"B13-9383",1-01-01,1,52,8,0,26.9230769230769
"B13-9387",1-01-01,1,8,0,0,12.5
"B13-9388",1-01-01,1,19,0,0,5.26315789473684
"B13-9391",1-01-01,1,14,0,0,7.14285714285714
"B13-9394",1-01-01,1,44,6,0,18.1818181818182
"B13-9395",1-01-01,1,126,5,0,15.0793650793651
"B13-9396",1-01-01,1,15,0,0,0
"B13-9397",1-01-01,1,79,17,0,25.3164556962025
"B13-9398",1-01-01,1,38,2,0,10.5263157894737
"B13-9399",1-01-01,1,60,8,0,10
"B13-9400",1-01-01,1,14,1,0,7.14285714285714
"B13-9403",1-01-01,1,43,9,4,16.2790697674419
"B13-9407",1-01-01,1,66,9,1,15.1515151515152
"B13-9409",1-01-01,1,36,11,0,22.2222222222222
"B13-9413",1-01-01,1,88,9,2,12.5
"B13-9414",1-01-01,1,60,6,0,15
"B13-9415",1-01-01,1,130,13,4,16.1538461538462
"B13-9416",1-01-01,1,87,8,4,18.3908045977011
"B13-9417",1-01-01,1,46,4,0,19.5652173913043
"B13-9421",1-01-01,1,47,8,0,27.6595744680851
"B13-9424",1-01-01,1,59,12,0,13.5593220338983
"B13-9426",1-01-01,1,10,1,0,20
"B13-9427",1-01-01,1,7,0,0,0
"B13-9428",1-01-01,1,52,5,0,21.1538461538462
"B13-9432",1-01-01,1,29,6,0,0
"B13-9433",1-01-01,1,50,10,0,14
"B13-9434",1-01-01,1,45,13,0,33.3333333333333
"B13-9435",1-01-01,1,9,0,0,0
"B13-9436",1-01-01,1,6,0,0,16.6666666666667
"B13-9440",1-01-01,1,24,3,0,16.6666666666667
"B13-9443",1-01-01,1,11,0,0,0
"B13-9444",1-01-01,1,27,5,0,11.1111111111111
"B13-9447",1-01-01,1,56,14,0,28.5714285714286
"B13-9448",1-01-01,1,101,11,1,17.8217821782178
"B13-9449",1-01-01,1,45,6,0,24.4444444444444
"B13-9450",1-01-01,1,24,1,0,4.16666666666667
"B13-9454",1-01-01,1,90,8,3,13.3333333333333
"B13-9455",1-01-01,1,29,5,0,10.3448275862069
"B13-9456",1-01-01,1,95,0,5,18.9473684210526
"B13-9457",1-01-01,1,14,0,0,0
"B13-9458",1-01-01,1,74,13,4,14.8648648648649
"B13-9459",1-01-01,1,14,1,0,0
"B13-9464",1-01-01,1,77,10,13,15.5844155844156
"B13-9465",1-01-01,1,109,13,5,20.1834862385321
"B13-9466",1-01-01,1,89,12,0,19.1011235955056
"B13-9467",1-01-01,1,145,15,3,15.1724137931034
"B13-9468",1-01-01,1,149,13,2,20.1342281879195
"B13-9470",1-01-01,1,102,13,1,22.5490196078431
"B13-9474",1-01-01,1,159,16,1,12.5786163522013
"B13-9476",1-01-01,1,37,9,0,13.5135135135135
"B13-9481",1-01-01,1,76,13,0,21.0526315789474
"B13-9482",1-01-01,1,87,6,0,17.2413793103448
"B13-9484",1-01-01,1,113,18,0,20.353982300885
"B13-9487",1-01-01,1,164,22,4,20.1219512195122
"B18-10000",1-01-01,1,69,12,6,26.0869565217391
"B18-10001",1-01-01,1,56,4,1,25
"B18-10002",1-01-01,1,32,7,1,21.875
"B18-10003",1-01-01,1,52,10,0,30.7692307692308
"B18-10004",1-01-01,1,49,10,2,18.3673469387755
"B18-10005",1-01-01,1,42,10,0,26.1904761904762
"B18-10006",1-01-01,1,45,13,0,31.1111111111111
"B18-10007",1-01-01,1,44,11,0,29.5454545454545
"B18-10011",1-01-01,1,31,8,0,25.8064516129032
"B18-10012",1-01-01,1,56,13,2,25
"B18-10013",1-01-01,1,63,12,0,15.8730158730159
"B18-10014",1-01-01,1,55,16,1,18.1818181818182
"B18-10015",1-01-01,1,8,3,0,50
"B18-10016",1-01-01,1,53,8,0,20.7547169811321
"B18-10017",1-01-01,1,49,7,1,18.3673469387755
"B18-10019",1-01-01,1,39,6,0,15.3846153846154
"B18-10020",1-01-01,1,18,1,0,22.2222222222222
"B18-10022",1-01-01,1,45,8,0,22.2222222222222
"B18-10023",1-01-01,1,56,14,0,25
"B18-10024",1-01-01,1,42,7,0,21.4285714285714
"B18-10026",1-01-01,1,16,1,0,6.25
"B18-10027",1-01-01,1,20,3,0,5
"B18-10028",1-01-01,1,23,5,0,8.69565217391304
"B18-10029",1-01-01,1,28,4,0,3.57142857142857
"B18-10030",1-01-01,1,52,3,3,15.3846153846154
"B18-10031",1-01-01,1,46,5,0,13.0434782608696
"B18-10032",1-01-01,1,39,9,0,20.5128205128205
"B18-10034",1-01-01,1,45,7,0,17.7777777777778
"B18-10035",1-01-01,1,34,7,0,14.7058823529412
"B18-10036",1-01-01,1,33,6,0,6.06060606060606
"B18-10037",1-01-01,1,42,5,0,9.52380952380952
"B18-10038",1-01-01,1,43,7,0,18.6046511627907
"B18-10039",1-01-01,1,19,5,0,10.5263157894737
"B18-10040",1-01-01,1,31,5,0,9.67741935483871
"B18-10041",1-01-01,1,37,9,0,21.6216216216216
"B18-10042",1-01-01,1,41,5,0,21.9512195121951
"B18-10043",1-01-01,1,38,5,0,15.7894736842105
"B18-10044",1-01-01,1,13,3,0,23.0769230769231
"B18-10045",1-01-01,1,19,3,0,21.0526315789474
"B18-10046",1-01-01,1,40,4,12,17.5
"B18-10047",1-01-01,1,6,1,0,0
"B18-10048",1-01-01,1,7,3,0,0
"B18-10049",1-01-01,1,9,2,0,0
"B18-10050",1-01-01,1,16,5,0,25
"B18-10051",1-01-01,1,15,5,0,13.3333333333333
"B18-10052",1-01-01,1,44,5,0,11.3636363636364
"B18-10053",1-01-01,1,47,2,0,10.6382978723404
"B18-10054",1-01-01,1,49,14,0,20.4081632653061
"B18-10055",1-01-01,1,42,8,0,16.6666666666667
"B18-10056",1-01-01,1,43,15,0,18.6046511627907
"B18-10057",1-01-01,1,36,7,0,11.1111111111111
"B18-10058",1-01-01,1,7,2,0,0
"B18-10059",1-01-01,1,27,3,0,3.7037037037037
"B18-10060",1-01-01,1,49,6,1,12.2448979591837
"B18-10061",1-01-01,1,31,9,0,19.3548387096774
"B18-10062",1-01-01,1,43,12,0,23.2558139534884
"B18-10063",1-01-01,1,15,4,0,13.3333333333333
"B18-10064",1-01-01,1,30,3,0,30
"B18-10065",1-01-01,1,26,2,0,11.5384615384615
"B18-10066",1-01-01,1,23,3,0,13.0434782608696
"B18-10067",1-01-01,1,19,4,0,10.5263157894737
"B18-10068",1-01-01,1,27,7,2,11.1111111111111
"B18-10069",1-01-01,1,14,4,0,0
"B18-10070",1-01-01,1,30,5,0,10
"B18-10071",1-01-01,1,23,3,0,8.69565217391304
"B18-10072",1-01-01,1,18,4,0,5.55555555555556
"B18-10073",1-01-01,1,38,15,0,13.1578947368421
"B18-10074",1-01-01,1,56,8,0,21.4285714285714
"B18-10075",1-01-01,1,67,15,0,19.4029850746269
"B18-10076",1-01-01,1,44,12,0,22.7272727272727
"B18-10077",1-01-01,1,46,9,0,17.3913043478261
"B18-10078",1-01-01,1,52,12,1,25
"B18-10079",1-01-01,1,34,8,0,17.6470588235294
"B18-10080",1-01-01,1,18,1,0,11.1111111111111
"B18-10081",1-01-01,1,26,8,0,15.3846153846154
"B18-10082",1-01-01,1,28,7,0,17.8571428571429
"B18-10083",1-01-01,1,42,6,0,21.4285714285714
"B18-10084",1-01-01,1,5,1,0,0
"B18-10085",1-01-01,1,18,4,0,22.2222222222222
"B18-10086",1-01-01,1,30,5,0,20
"B18-10087",1-01-01,1,23,3,0,17.3913043478261
"B18-10088",1-01-01,1,37,8,0,16.2162162162162
"B18-10089",1-01-01,1,58,8,0,10.3448275862069
"B18-10090",1-01-01,1,22,1,0,4.54545454545455
"B18-10091",1-01-01,1,63,14,0,11.1111111111111
"B18-10092",1-01-01,1,39,3,0,12.8205128205128
"B18-10093",1-01-01,1,42,5,0,23.8095238095238
"B18-10094",1-01-01,1,44,10,1,11.3636363636364
"B18-10095",1-01-01,1,34,1,0,26.4705882352941
"B18-10096",1-01-01,1,71,13,0,19.7183098591549
"B18-10097",1-01-01,1,47,10,0,14.8936170212766
"B18-10098",1-01-01,1,60,6,1,10
"B18-10099",1-01-01,1,59,9,1,20.3389830508475
"B18-10100",1-01-01,1,78,13,2,14.1025641025641
"B18-10101",1-01-01,1,43,7,2,18.6046511627907
"B18-10102",1-01-01,1,42,11,0,26.1904761904762
"B18-10103",1-01-01,1,19,2,0,10.5263157894737
"B18-10104",1-01-01,1,18,3,0,11.1111111111111
"B18-10105",1-01-01,1,44,9,0,34.0909090909091
"B18-10106",1-01-01,1,58,10,1,18.9655172413793
"B18-10107",1-01-01,1,43,8,0,20.9302325581395
"B18-10108",1-01-01,1,46,9,2,23.9130434782609
"B18-10109",1-01-01,1,48,9,0,22.9166666666667
"B18-10110",1-01-01,1,31,10,0,32.258064516129
"B18-10111",1-01-01,1,51,9,0,19.6078431372549
"B18-10112",1-01-01,1,37,4,0,21.6216216216216
"B18-10113",1-01-01,1,34,8,0,11.7647058823529
"B18-10114",1-01-01,1,36,9,0,13.8888888888889
"B18-10115",1-01-01,1,47,8,0,14.8936170212766
"B18-10116",1-01-01,1,28,3,0,21.4285714285714
"B18-10117",1-01-01,1,46,6,1,23.9130434782609
"B18-10118",1-01-01,1,85,16,1,18.8235294117647
"B18-10119",1-01-01,1,36,5,0,11.1111111111111
"B18-10120",1-01-01,1,40,4,0,30
"B18-10121",1-01-01,1,25,6,0,12
"B18-10122",1-01-01,1,68,12,1,23.5294117647059
"B18-10123",1-01-01,1,37,7,0,16.2162162162162
"B18-10124",1-01-01,1,6,1,0,0
"B18-10125",1-01-01,1,11,1,0,0
"B18-10126",1-01-01,1,19,5,0,15.7894736842105
"B18-10127",1-01-01,1,6,1,0,33.3333333333333
"B18-10128",1-01-01,1,11,1,0,9.09090909090909
"B18-10129",1-01-01,1,30,9,0,30
"B18-10130",1-01-01,1,40,7,0,15
"B18-10131",1-01-01,1,31,9,0,19.3548387096774
"B18-10132",1-01-01,1,56,13,0,17.8571428571429
"B18-10133",1-01-01,1,38,3,0,13.1578947368421
"B18-10134",1-01-01,1,58,7,0,6.89655172413793
"B18-10135",1-01-01,1,33,7,0,12.1212121212121
"B18-10136",1-01-01,1,26,7,0,19.2307692307692
"B18-10137",1-01-01,1,22,7,0,13.6363636363636
"B18-10138",1-01-01,1,14,3,0,0
"B18-10139",1-01-01,1,23,4,0,4.34782608695652
"B18-10140",1-01-01,1,17,5,0,11.7647058823529
"B18-10141",1-01-01,1,24,4,0,12.5
"B18-10142",1-01-01,1,52,10,0,21.1538461538462
"B18-10143",1-01-01,1,32,6,0,15.625
"B18-10144",1-01-01,1,49,9,0,18.3673469387755
"B18-10146",1-01-01,1,25,4,1,12
"B18-10148",1-01-01,1,14,2,0,7.14285714285714
"B18-10149",1-01-01,1,69,13,1,7.2463768115942
"B18-10150",1-01-01,1,60,12,0,23.3333333333333
"B18-10151",1-01-01,1,21,3,0,23.8095238095238
"B18-10152",1-01-01,1,13,3,0,7.69230769230769
"B18-10155",1-01-01,1,9,2,0,22.2222222222222
"B18-10156",1-01-01,1,27,6,0,22.2222222222222
"B18-10158",1-01-01,1,24,6,0,12.5
"B18-10159",1-01-01,1,15,6,0,20
"B18-10161",1-01-01,1,42,9,0,14.2857142857143
"B18-10162",1-01-01,1,27,11,4,18.5185185185185
"B18-10163",1-01-01,1,60,17,0,18.3333333333333
"B18-10164",1-01-01,1,33,8,0,21.2121212121212
"B18-10165",1-01-01,1,29,11,0,17.2413793103448
"B18-10166",1-01-01,1,16,6,0,18.75
"B18-10167",1-01-01,1,7,3,0,0
"B18-10168",1-01-01,1,11,6,0,18.1818181818182
"B18-10169",1-01-01,1,14,6,0,35.7142857142857
"B18-10170",1-01-01,1,25,9,0,24
"B18-10171",1-01-01,1,11,3,0,18.1818181818182
"B18-10172",1-01-01,1,24,12,0,20.8333333333333
"B18-10173",1-01-01,1,23,6,0,13.0434782608696
"B18-10174",1-01-01,1,35,9,0,17.1428571428571
"B18-10175",1-01-01,1,9,7,0,0
"B18-10176",1-01-01,1,26,10,0,11.5384615384615
"B18-10177",1-01-01,1,15,5,0,0
"B18-10178",1-01-01,1,12,4,0,0
"B18-10179",1-01-01,1,37,4,0,13.5135135135135
"B18-10180",1-01-01,1,11,5,0,0
"B18-10181",1-01-01,1,36,8,0,16.6666666666667
"B18-10182",1-01-01,1,19,10,1,15.7894736842105
"B18-10184",1-01-01,1,4,0,0,0
"B18-10188",1-01-01,1,10,1,0,20
"B18-10192",1-01-01,1,2,0,0,0
"B18-10193",1-01-01,1,1,0,0,0
"B18-10194",1-01-01,1,28,7,0,10.7142857142857
"B18-10195",1-01-01,1,8,2,0,12.5
"B18-10196",1-01-01,1,7,5,0,14.2857142857143
"B18-10197",1-01-01,1,13,5,0,7.69230769230769
"B18-10198",1-01-01,1,14,5,0,7.14285714285714
"B18-10199",1-01-01,1,16,4,0,6.25
"B18-10200",1-01-01,1,13,3,0,15.3846153846154
"B18-10201",1-01-01,1,42,8,0,14.2857142857143
"B18-10201",1-01-01,2,52,10,0,13.4615384615385
"B18-10203",1-01-01,1,66,6,0,22.7272727272727
"B18-10206",1-01-01,1,134,14,2,23.134328358209
"B18-10207",1-01-01,1,98,8,1,17.3469387755102
"B18-10208",1-01-01,1,68,14,0,23.5294117647059
"B18-10209",1-01-01,1,51,11,0,31.3725490196078
"B18-10210",1-01-01,1,41,11,0,34.1463414634146
"B18-10211",1-01-01,1,73,14,1,26.027397260274
"B18-10212",1-01-01,1,42,13,0,19.047619047619
"B18-10213",1-01-01,1,99,15,0,23.2323232323232
"B18-10214",1-01-01,1,46,9,1,26.0869565217391
"B18-10215",1-01-01,1,58,13,0,31.0344827586207
"B18-10216",1-01-01,1,68,5,0,26.4705882352941
"B18-10217",1-01-01,1,50,8,0,32
"B18-10218",1-01-01,1,93,9,2,24.7311827956989
"B18-10219",1-01-01,1,67,10,0,29.8507462686567
"B18-10220",1-01-01,1,43,4,0,37.2093023255814
"B18-10222",1-01-01,1,73,4,1,23.2876712328767
"B18-10223",1-01-01,1,43,6,0,32.5581395348837
"B18-10224",1-01-01,1,135,7,6,13.3333333333333
"B18-10225",1-01-01,1,94,13,0,26.5957446808511
"B18-10226",1-01-01,1,94,7,0,22.3404255319149
"B18-10227",1-01-01,1,78,11,0,29.4871794871795
"B18-10228",1-01-01,1,51,2,0,19.6078431372549
"B18-10229",1-01-01,1,79,10,0,17.7215189873418
"B18-10230",1-01-01,1,59,5,0,32.2033898305085
"B18-10231",1-01-01,1,67,7,0,26.865671641791
"B18-10232",1-01-01,1,37,2,0,35.1351351351351
"B18-10233",1-01-01,1,62,6,0,14.5161290322581
"B18-10237",1-01-01,1,44,10,1,29.5454545454545
"B18-10238",1-01-01,1,62,6,0,22.5806451612903
"B18-10239",1-01-01,1,34,7,2,29.4117647058824
"B18-10240",1-01-01,1,61,11,0,37.7049180327869
"B18-10241",1-01-01,1,91,8,1,17.5824175824176
"B18-10242",1-01-01,1,58,5,0,15.5172413793103
"B18-10243",1-01-01,1,106,10,10,20.7547169811321
"B18-10244",1-01-01,1,85,7,0,20
"B18-10245",1-01-01,1,61,7,0,18.0327868852459
"B18-10246",1-01-01,1,81,6,0,23.4567901234568
"B18-10247",1-01-01,1,23,2,0,26.0869565217391
"B18-10248",1-01-01,1,47,3,0,27.6595744680851
"B18-10249",1-01-01,1,78,11,0,28.2051282051282
"B18-10250",1-01-01,1,75,11,1,12
"B18-10251",1-01-01,1,76,10,1,19.7368421052632
"B18-10252",1-01-01,1,71,5,1,15.4929577464789
"B18-10253",1-01-01,1,82,4,1,15.8536585365854
"B18-10255",1-01-01,1,77,12,0,22.0779220779221
"B18-10257",1-01-01,1,70,8,1,12.8571428571429
"B18-10258",1-01-01,1,90,14,0,23.3333333333333
"B18-10259",1-01-01,1,119,5,0,13.4453781512605
"B18-10260",1-01-01,1,133,4,0,16.5413533834586
"B18-10262",1-01-01,1,85,3,0,20
"B18-10263",1-01-01,1,118,13,10,25.4237288135593
"B18-10264",1-01-01,1,91,10,0,20.8791208791209
"B18-10265",1-01-01,1,78,7,1,14.1025641025641
"B18-10266",1-01-01,1,77,6,1,11.6883116883117
"B18-10267",1-01-01,1,65,4,0,10.7692307692308
"B18-10268",1-01-01,1,83,9,1,12.0481927710843
"B18-10269",1-01-01,1,64,7,0,15.625
"B18-10270",1-01-01,1,77,9,0,15.5844155844156
"B18-10271",1-01-01,1,59,8,0,15.2542372881356
"B18-10272",1-01-01,1,72,5,0,12.5
"B18-10273",1-01-01,1,114,13,5,15.7894736842105
"B18-10274",1-01-01,1,82,8,2,10.9756097560976
"B18-10275",1-01-01,1,67,6,1,10.4477611940298
"B18-10276",1-01-01,1,103,9,3,16.504854368932
"B18-10277",1-01-01,1,141,12,1,14.8936170212766
"B18-10278",1-01-01,1,97,7,39,17.5257731958763
"B18-10279",1-01-01,1,28,3,0,3.57142857142857
"B18-10280",1-01-01,1,9,0,0,0
"B18-10281",1-01-01,1,33,3,0,12.1212121212121
"B18-10282",1-01-01,1,37,4,0,5.40540540540541
"B18-10283",1-01-01,1,22,1,0,13.6363636363636
"B18-10284",1-01-01,1,33,3,0,12.1212121212121
"B18-10285",1-01-01,1,64,6,1,14.0625
"B18-10286",1-01-01,1,58,5,0,15.5172413793103
"B18-10287",1-01-01,1,70,7,1,21.4285714285714
"B18-10288",1-01-01,1,102,5,4,15.6862745098039
"B18-10289",1-01-01,1,77,4,2,14.2857142857143
"B18-10291",1-01-01,1,60,6,0,10
"B18-10292",1-01-01,1,47,4,2,14.8936170212766
"B18-10293",1-01-01,1,94,6,0,18.0851063829787
"B18-10295",1-01-01,1,115,9,10,17.3913043478261
"B18-10298",1-01-01,1,29,1,0,10.3448275862069
"B18-10300",1-01-01,1,81,10,3,19.7530864197531
"B18-10301",1-01-01,1,41,3,0,7.31707317073171
"B18-10303",1-01-01,1,26,2,0,3.84615384615385
"B18-10304",1-01-01,1,48,6,1,8.33333333333333
"B18-10308",1-01-01,1,102,10,1,11.7647058823529
"B18-10309",1-01-01,1,38,5,0,13.1578947368421
"B18-10311",1-01-01,1,97,11,1,16.4948453608247
"B18-10312",1-01-01,1,96,8,0,13.5416666666667
"B18-10313",1-01-01,1,72,7,2,11.1111111111111
"B18-10315",1-01-01,1,77,7,4,14.2857142857143
"B18-10316",1-01-01,1,36,3,0,13.8888888888889
"B18-10317",1-01-01,1,34,5,0,8.82352941176471
"B18-10318",1-01-01,1,47,8,0,12.7659574468085
"B18-10319",1-01-01,1,55,5,8,10.9090909090909
"B18-10320",1-01-01,1,53,8,3,13.2075471698113
"B18-10321",1-01-01,1,14,1,0,0
"B18-10322",1-01-01,1,16,1,0,0
"B18-10323",1-01-01,1,9,0,0,0
"B18-10324",1-01-01,1,13,0,0,7.69230769230769
"B18-10325",1-01-01,1,28,3,0,7.14285714285714
"B18-10327",1-01-01,1,8,0,0,0
"B18-10328",1-01-01,1,12,0,2,0
"B18-10330",1-01-01,1,10,1,0,20
"B18-10331",1-01-01,1,11,0,0,9.09090909090909
"B18-10332",1-01-01,1,15,1,0,0
"B18-10333",1-01-01,1,22,0,0,9.09090909090909
"B18-10334",1-01-01,1,4,1,0,25
"B18-10335",1-01-01,1,16,0,0,18.75
"B18-10336",1-01-01,1,15,0,0,0
"B18-10338",1-01-01,1,29,1,0,6.89655172413793
"B18-10339",1-01-01,1,30,2,0,20
"B18-10340",1-01-01,1,53,5,2,15.0943396226415
"B18-10341",1-01-01,1,30,3,0,13.3333333333333
"B18-10342",1-01-01,1,17,1,0,17.6470588235294
"B18-10343",1-01-01,1,31,6,1,12.9032258064516
"B18-10344",1-01-01,1,38,4,1,10.5263157894737
"B18-10345",1-01-01,1,49,6,0,12.2448979591837
"B18-10346",1-01-01,1,20,1,0,25
"B18-10347",1-01-01,1,29,3,1,17.2413793103448
"B18-10348",1-01-01,1,14,1,0,7.14285714285714
"B18-10349",1-01-01,1,13,2,0,7.69230769230769
"B18-10350",1-01-01,1,28,4,0,17.8571428571429
"B18-10351",1-01-01,1,16,1,0,6.25
"B18-10352",1-01-01,1,2,0,0,0
"B18-10353",1-01-01,1,20,1,0,0
"B18-10354",1-01-01,1,2,0,0,0
"B18-10355",1-01-01,1,16,0,0,0
"B18-10357",1-01-01,1,1,0,0,0
"B18-10358",1-01-01,1,1,0,0,0
"B18-10359",1-01-01,1,6,0,0,0
"B18-10361",1-01-01,1,26,4,0,0
"B18-10362",1-01-01,1,23,0,0,0
"B18-10363",1-01-01,1,10,0,0,0
"B18-10364",1-01-01,1,13,0,0,0
"B18-10365",1-01-01,1,26,0,0,0
"B18-10366",1-01-01,1,5,0,0,0
"B18-10367",1-01-01,1,17,1,0,0
"B18-10368",1-01-01,1,22,0,0,0
"B18-10369",1-01-01,1,15,0,0,13.3333333333333
"B18-10370",1-01-01,1,20,1,0,0
"B18-10371",1-01-01,1,19,1,0,5.26315789473684
"B18-10372",1-01-01,1,18,1,0,0
"B18-10373",1-01-01,1,20,1,0,5
"B18-10374",1-01-01,1,12,0,0,0
"B18-10375",1-01-01,1,14,1,0,14.2857142857143
"B18-10376",1-01-01,1,23,0,0,8.69565217391304
"B18-10377",1-01-01,1,15,0,0,13.3333333333333
"B18-10378",1-01-01,1,13,0,0,7.69230769230769
"B18-10379",1-01-01,1,14,2,0,7.14285714285714
"B18-10380",1-01-01,1,23,1,0,0
"B18-10381",1-01-01,1,29,1,0,6.89655172413793
"B18-10382",1-01-01,1,64,10,0,17.1875
"B18-10383",1-01-01,1,128,16,4,13.28125
"B18-10384",1-01-01,1,92,11,2,13.0434782608696
"B18-10385",1-01-01,1,104,15,8,11.5384615384615
"B18-10386",1-01-01,1,93,13,4,12.9032258064516
"B18-10387",1-01-01,1,69,10,0,14.4927536231884
"B18-10388",1-01-01,1,106,13,1,15.0943396226415
"B18-10389",1-01-01,1,147,8,0,14.9659863945578
"B18-10390",1-01-01,1,85,5,0,11.7647058823529
"B18-10391",1-01-01,1,72,2,0,12.5
"B18-10392",1-01-01,1,71,5,1,18.3098591549296
"B18-10393",1-01-01,1,148,6,6,9.45945945945946
"B18-10394",1-01-01,1,136,12,1,13.9705882352941
"B18-10395",1-01-01,1,60,6,0,26.6666666666667
"B18-10396",1-01-01,1,125,7,0,17.6
"B18-10397",1-01-01,1,8,1,0,25
"B18-10411",1-01-01,1,84,11,2,16.6666666666667
"B18-10417",1-01-01,1,38,9,0,18.4210526315789
"B18-10438",1-01-01,1,69,11,0,14.4927536231884
"B18-10447",1-01-01,1,58,5,0,25.8620689655172
"B18-10465",1-01-01,1,57,8,1,21.0526315789474
"B18-10658",1-01-01,1,3,0,0,0
"B18-10672",1-01-01,1,17,2,0,11.7647058823529
"B18-10674",1-01-01,1,38,9,0,13.1578947368421
"B18-10677",1-01-01,1,21,2,0,9.52380952380952
"B18-10740",1-01-01,1,3,0,0,0
"B18-10741",1-01-01,1,4,0,0,0
"B18-10760",1-01-01,1,15,2,0,20
"B18-10772",1-01-01,1,4,0,0,0
"B18-10774",1-01-01,1,1,0,0,0
"B18-10776",1-01-01,1,4,0,0,25
