"stationid","sampledate","replicate","NumOfTaxa","NumOfMolluscTaxa","NumOfCrustaceanTaxa","CrustaceanAbun","M_insidiosumAbun","A_diegensisAbun","G_littoreaAbun","NIT","scaled_NumTaxa","scaled_NumMolluscTaxa","scaled_NumCrustaceanTaxa","scaled_CrustaceanAbun","TWV","scaled_M_insid","scaled_A_dieg","scaled_G_littor","PIT","Raw_RBI","score","index"
"B13-9467",1-01-01,1,121,15,27,179,0,0,0,-0.2,1.22222222222222,0.535714285714286,0.931034482758621,0.105729474305966,2.71540335927162,0,0,0,0,2.51540335927162,0.529936750377744,"RBI"
"B13-9468",1-01-01,1,122,13,25,203,0,0,0,-0.1,1.23232323232323,0.464285714285714,0.862068965517241,0.119905493207324,2.58865428542802,0,0,0,0,2.48865428542802,0.524233323118981,"RBI"
"B13-9470",1-01-01,1,86,13,20,266,0,0,0,-0.1,0.868686868686869,0.464285714285714,0.689655172413793,0.15711754282339,2.06190714109222,0,0,0,0,1.96190714109222,0.411920499166785,"RBI"
"B13-9474",1-01-01,1,97,16,19,116,0,0,0,0,0.97979797979798,0.571428571428571,0.655172413793103,0.0685174246898996,2.22352832119213,0,0,0,0,2.22352832119213,0.467703266778706,"RBI"
"B13-9476",1-01-01,1,27,9,1,2,0,0,0,0,0.272727272727273,0.321428571428571,0.0344827586206897,0.00118133490844654,0.628933936503645,0,0,0,0,0.628933936503645,0.127704464073272,"RBI"
"B13-9481",1-01-01,1,65,13,12,23,0,0,0,-0.1,0.656565656565657,0.464285714285714,0.413793103448276,0.0135853514471353,1.53804081216143,0,0,0,0,1.43804081216143,0.300221921569601,"RBI"
"B13-9482",1-01-01,1,60,6,14,65,0,0,0,-0.1,0.606060606060606,0.214285714285714,0.482758620689655,0.0383933845245127,1.3127032871671,0,0,0,0,1.2127032871671,0.252175540973796,"RBI"
"B13-9484",1-01-01,1,100,18,22,88,0,0,0,0,1.01010101010101,0.642857142857143,0.758620689655172,0.051978735971648,2.42457352660624,0,0,0,0,2.42457352660624,0.510570048316895,"RBI"
"B13-9487",1-01-01,1,133,22,27,227,0,2,0,-0.1,1.34343434343434,0.785714285714286,0.931034482758621,0.134081512108683,3.09370348993442,0,0.521694860024429,0,0.521694860024429,4.03709320998328,0.854390876329057,"RBI"
"B18-10000",1-01-01,1,66,12,13,96,0,1,3,0,0.666666666666667,0.428571428571429,0.448275862068966,0.0567040756054341,1.55768997620842,0,0.438691337650831,0.668740304976422,1.10743164262725,3.77255326146292,0.797985770034739,"RBI"
"B18-10001",1-01-01,1,52,4,10,192,0,0,6,0,0.525252525252525,0.142857142857143,0.344827586206897,0.113408151210868,1.04128929211928,0,0,0.795270728767051,0.795270728767051,2.63183074965338,0.554761353870657,"RBI"
"B18-10002",1-01-01,1,30,7,6,16,0,0,0,0,0.303030303030303,0.25,0.206896551724138,0.00945067926757236,0.762289524571334,0,0,0,0,0.762289524571334,0.156138491379815,"RBI"
"B18-10003",1-01-01,1,50,10,11,152,0,0,1,0,0.505050505050505,0.357142857142857,0.379310344827586,0.0897814530419374,1.26394907028143,0,0,0.508132748154615,0.508132748154615,2.28021456659066,0.479789886266666,"RBI"
"B18-10004",1-01-01,1,45,10,5,26,0,0,0,0,0.454545454545455,0.357142857142857,0.172413793103448,0.0153573538098051,0.987941443244211,0,0,0,0,0.987941443244211,0.204251906875098,"RBI"
"B18-10005",1-01-01,1,39,10,8,19,0,0,0,0,0.393939393939394,0.357142857142857,0.275862068965517,0.0112226816302422,1.02974999045533,0,0,0,0,1.02974999045533,0.213166309265528,"RBI"
"B18-10006",1-01-01,1,43,13,5,15,0,0,0,0,0.434343434343434,0.464285714285714,0.172413793103448,0.00886001181334909,1.07325794468593,0,0,0,0,1.07325794468593,0.222443058568429,"RBI"
"B18-10007",1-01-01,1,42,11,2,5,0,0,0,0,0.424242424242424,0.392857142857143,0.0689655172413793,0.00295333727111636,0.886803418658726,0,0,0,0,0.886803418658726,0.18268729608928,"RBI"
"B18-10011",1-01-01,1,28,8,7,32,0,0,0,0,0.282828282828283,0.285714285714286,0.241379310344828,0.0189013585351447,0.814647218521182,0,0,0,0,0.814647218521182,0.167302178789165,"RBI"
"B18-10012",1-01-01,1,51,13,4,18,0,0,0,0,0.515151515151515,0.464285714285714,0.137931034482759,0.0106320141760189,1.12002626746399,0,0,0,0,1.12002626746399,0.232414982401704,"RBI"
"B18-10013",1-01-01,1,57,12,8,43,0,0,0,0,0.575757575757576,0.428571428571429,0.275862068965517,0.0253987005316007,1.28654074842742,0,0,0,0,1.28654074842742,0.26791913612525,"RBI"
"B18-10014",1-01-01,1,53,16,15,245,1,2,0,0,0.535353535353535,0.571428571428571,0.517241379310345,0.144713526284702,1.66020186766363,0.214429589812531,0.521694860024429,0,0.73612444983696,3.13245076733755,0.66150336190566,"RBI"
"B18-10015",1-01-01,1,8,3,3,16,0,0,0,0,0.0808080808080808,0.107142857142857,0.103448275862069,0.00945067926757236,0.2937618836299,0,0,0,0,0.2937618836299,0.0562392075969936,"RBI"
"B18-10016",1-01-01,1,48,8,16,68,0,0,0,0,0.484848484848485,0.285714285714286,0.551724137931034,0.0401653868871825,1.3323282552156,0,0,0,0,1.3323282552156,0.277681930749595,"RBI"
"B18-10017",1-01-01,1,47,7,13,215,0,0,0,-0.1,0.474747474747475,0.25,0.448275862068966,0.126993502658004,1.20477171248094,0,0,0,0,1.10477171248094,0.229162412042845,"RBI"
"B18-10019",1-01-01,1,33,6,8,11,0,0,0,-0.1,0.333333333333333,0.214285714285714,0.275862068965517,0.006497341996456,0.825105452083679,0,0,0,0,0.725105452083679,0.14821011771507,"RBI"
"B18-10020",1-01-01,1,16,1,6,22,0,0,0,0,0.161616161616162,0.0357142857142857,0.206896551724138,0.012994683992912,0.407475670052813,0,0,0,0,0.407475670052813,0.0804852174952693,"RBI"
"B18-10022",1-01-01,1,42,8,10,145,0,6,2,0,0.424242424242424,0.285714285714286,0.344827586206897,0.0856467808623745,1.0761959913792,0,0.686589047969039,0.604275079471354,1.29086412744039,3.65792424625999,0.773544615407247,"RBI"
"B18-10023",1-01-01,1,51,14,9,52,0,2,3,0,0.515151515151515,0.5,0.310344827586207,0.0307147076196102,1.33317501964262,0,0.521694860024429,0.668740304976422,1.19043516500085,3.71404534964433,0.785510735531839,"RBI"
"B18-10024",1-01-01,1,39,7,12,136,0,2,3,0,0.393939393939394,0.25,0.413793103448276,0.080330773774365,1.07781519083126,0,0.521694860024429,0.668740304976422,1.19043516500085,3.45868552083296,0.731063010838585,"RBI"
"B18-10026",1-01-01,1,16,1,2,2,0,0,0,0,0.161616161616162,0.0357142857142857,0.0689655172413793,0.00118133490844654,0.266591298298938,0,0,0,0,0.266591298298938,0.0504459058206692,"RBI"
"B18-10027",1-01-01,1,20,3,2,9,0,0,0,0,0.202020202020202,0.107142857142857,0.0689655172413793,0.00531600708800945,0.379457578176441,0,0,0,0,0.379457578176441,0.0745112106986014,"RBI"
"B18-10028",1-01-01,1,22,5,5,10,0,0,0,0,0.222222222222222,0.178571428571429,0.172413793103448,0.00590667454223272,0.574684112532657,0,0,0,0,0.574684112532657,0.116137337427006,"RBI"
"B18-10029",1-01-01,1,27,4,6,18,0,0,0,-0.2,0.272727272727273,0.142857142857143,0.206896551724138,0.0106320141760189,0.625138970852558,0,0,0,0,0.425138970852558,0.084251379712699,"RBI"
"B18-10030",1-01-01,1,39,3,8,16,0,0,0,0,0.393939393939394,0.107142857142857,0.275862068965517,0.00945067926757236,0.779306989864661,0,0,0,0,0.779306989864661,0.159766948798435,"RBI"
"B18-10031",1-01-01,1,43,5,8,17,0,0,0,0,0.434343434343434,0.178571428571429,0.275862068965517,0.0100413467217956,0.891287268560829,0,0,0,0,0.891287268560829,0.183643340844526,"RBI"
"B18-10032",1-01-01,1,36,9,7,30,0,7,0,0,0.363636363636364,0.321428571428571,0.241379310344828,0.0177200236266982,0.930874251316437,0,0.713565047642691,0,0.713565047642691,2.35800434660182,0.496376193305292,"RBI"
"B18-10034",1-01-01,1,41,7,13,46,0,0,0,-0.1,0.414141414141414,0.25,0.448275862068966,0.0271707028942705,1.11920995193395,0,0,0,0,1.01920995193395,0.210918966297217,"RBI"
"B18-10035",1-01-01,1,31,7,5,10,0,1,0,0,0.313131313131313,0.25,0.172413793103448,0.00590667454223272,0.73702177487032,0,0.438691337650831,0,0.438691337650831,1.61440445017198,0.337826108778674,"RBI"
"B18-10036",1-01-01,1,30,6,7,20,0,0,0,0,0.303030303030303,0.214285714285714,0.241379310344828,0.0118133490844654,0.761648664931961,0,0,0,0,0.761648664931961,0.156001847533467,"RBI"
"B18-10037",1-01-01,1,36,5,7,11,0,0,0,-0.2,0.363636363636364,0.178571428571429,0.241379310344828,0.006497341996456,0.785211438051734,0,0,0,0,0.585211438051734,0.118381969733845,"RBI"
"B18-10038",1-01-01,1,38,7,9,105,0,0,0,0,0.383838383838384,0.25,0.310344827586207,0.0620200826934436,0.959688232097952,0,0,0,0,0.959688232097952,0.198227768037943,"RBI"
"B18-10039",1-01-01,1,19,5,3,3,0,0,0,-0.1,0.191919191919192,0.178571428571429,0.103448275862069,0.00177200236266982,0.474381896943357,0,0,0,0,0.374381896943357,0.0734289758941059,"RBI"
"B18-10040",1-01-01,1,27,5,4,147,0,0,0,-0.2,0.272727272727273,0.178571428571429,0.137931034482759,0.086828115770821,0.610936764724165,0,0,0,0,0.410936764724165,0.0812231907727431,"RBI"
"B18-10041",1-01-01,1,34,9,12,104,0,0,0,0,0.343434343434343,0.321428571428571,0.413793103448276,0.0614294152392203,1.094013372121,0,0,0,0,1.094013372121,0.226868522840298,"RBI"
"B18-10042",1-01-01,1,36,5,12,32,0,0,0,-0.1,0.363636363636364,0.178571428571429,0.413793103448276,0.0189013585351447,0.960726235289854,0,0,0,0,0.860726235289854,0.17712712905967,"RBI"
"B18-10043",1-01-01,1,37,5,15,470,0,0,0,-0.1,0.373737373737374,0.178571428571429,0.517241379310345,0.277613703484938,1.13895360749038,0,0,0,0,1.03895360749038,0.215128700957437,"RBI"
"B18-10044",1-01-01,1,13,3,2,2,0,0,0,0,0.131313131313131,0.107142857142857,0.0689655172413793,0.00118133490844654,0.307716839424479,0,0,0,0,0.307716839424479,0.0592146779156673,"RBI"
"B18-10045",1-01-01,1,18,3,1,2,0,0,0,0,0.181818181818182,0.107142857142857,0.0344827586206897,0.00118133490844654,0.32373913130884,0,0,0,0,0.32373913130884,0.0626309448419702,"RBI"
"B18-10046",1-01-01,1,34,4,10,80,0,0,1,-0.1,0.343434343434343,0.142857142857143,0.344827586206897,0.0472533963378618,0.842932421582848,0,0,0.508132748154615,0.508132748154615,1.75919791789208,0.368698916394899,"RBI"
"B18-10047",1-01-01,1,6,1,1,27,0,0,0,0,0.0606060606060606,0.0357142857142857,0.0344827586206897,0.0159480212640284,0.134790110257043,0,0,0,0,0.134790110257043,0.022343307091054,"RBI"
"B18-10048",1-01-01,1,7,3,2,8,0,0,0,0,0.0707070707070707,0.107142857142857,0.0689655172413793,0.00472533963378618,0.247996779999754,0,0,0,0,0.247996779999754,0.0464811897654059,"RBI"
"B18-10049",1-01-01,1,9,2,2,8,0,0,0,0,0.0909090909090909,0.0714285714285714,0.0689655172413793,0.00472533963378618,0.232484514487488,0,0,0,0,0.232484514487488,0.0431736704664154,"RBI"
"B18-10050",1-01-01,1,16,5,5,26,0,0,2,0,0.161616161616162,0.178571428571429,0.172413793103448,0.0153573538098051,0.51644072174349,0,0,0.604275079471354,0.604275079471354,1.7249908806862,0.361405305050362,"RBI"
"B18-10051",1-01-01,1,15,5,4,30,0,0,2,0,0.151515151515152,0.178571428571429,0.137931034482759,0.0177200236266982,0.472447620476013,0,0,0.604275079471354,0.604275079471354,1.68099777941872,0.352025112882456,"RBI"
"B18-10052",1-01-01,1,41,5,10,296,1,0,0,-0.2,0.414141414141414,0.178571428571429,0.344827586206897,0.174837566450089,0.981249820532262,0.214429589812531,0,0,0.214429589812531,1.21010900015732,0.251622388093246,"RBI"
"B18-10053",1-01-01,1,43,2,14,390,0,0,0,-0.2,0.434343434343434,0.0714285714285714,0.482758620689655,0.230360307147076,1.04612070324843,0,0,0,0,0.84612070324843,0.174012943123333,"RBI"
"B18-10054",1-01-01,1,46,14,8,21,1,1,0,-0.1,0.464646464646465,0.5,0.275862068965517,0.0124040165386887,1.24360953774665,0.214429589812531,0.438691337650831,0,0.653120927463362,2.44985139267338,0.515959785218204,"RBI"
"B18-10055",1-01-01,1,42,8,2,3,0,0,3,0,0.424242424242424,0.285714285714286,0.0689655172413793,0.00177200236266982,0.779365227788757,0,0,0.668740304976422,0.668740304976422,2.1168458377416,0.444956468601621,"RBI"
"B18-10056",1-01-01,1,43,15,8,22,0,1,0,0,0.434343434343434,0.535714285714286,0.275862068965517,0.012994683992912,1.24916846002147,0,0.438691337650831,0,0.438691337650831,2.12655113532313,0.447025828427106,"RBI"
"B18-10057",1-01-01,1,34,7,7,93,0,1,0,-0.1,0.343434343434343,0.25,0.241379310344828,0.0549320732427643,0.848546672089862,0,0.438691337650831,0,0.438691337650831,1.62592934739152,0.340283442940623,"RBI"
"B18-10058",1-01-01,1,7,2,1,2,0,0,0,0,0.0707070707070707,0.0714285714285714,0.0344827586206897,0.00118133490844654,0.176913734483443,0,0,0,0,0.176913734483443,0.0313248900817577,"RBI"
"B18-10059",1-01-01,1,26,3,4,8,0,0,0,-0.1,0.262626262626263,0.107142857142857,0.137931034482759,0.00472533963378618,0.508881489160325,0,0,0,0,0.408881489160325,0.0807849657058262,"RBI"
"B18-10060",1-01-01,1,47,6,8,153,0,0,0,-0.1,0.474747474747475,0.214285714285714,0.275862068965517,0.0903721204961607,0.987488288122746,0,0,0,0,0.887488288122746,0.182833323693549,"RBI"
"B18-10061",1-01-01,1,31,9,4,11,0,0,0,-0.1,0.313131313131313,0.321428571428571,0.137931034482759,0.006497341996456,0.774115254541757,0,0,0,0,0.674115254541757,0.13733800736498,"RBI"
"B18-10062",1-01-01,1,43,12,8,54,0,1,0,0,0.434343434343434,0.428571428571429,0.275862068965517,0.0318960425280567,1.14675094251239,0,0.438691337650831,0,0.438691337650831,2.02413361781406,0.425188404651185,"RBI"
"B18-10063",1-01-01,1,14,4,2,3,0,0,0,0,0.141414141414141,0.142857142857143,0.0689655172413793,0.00177200236266982,0.353679802103331,0,0,0,0,0.353679802103331,0.0690148831776825,"RBI"
"B18-10064",1-01-01,1,27,3,7,18,0,0,1,0,0.272727272727273,0.107142857142857,0.241379310344828,0.0106320141760189,0.623907443758962,0,0,0.508132748154615,0.508132748154615,1.64017294006819,0.343320456304518,"RBI"
"B18-10065",1-01-01,1,24,2,8,49,0,0,0,-0.1,0.242424242424242,0.0714285714285714,0.275862068965517,0.0289427052569403,0.596950559132566,0,0,0,0,0.496950559132566,0.0995630190048115,"RBI"
"B18-10066",1-01-01,1,23,3,4,16,0,0,0,-0.1,0.232323232323232,0.107142857142857,0.137931034482759,0.00945067926757236,0.479759793765741,0,0,0,0,0.379759793765741,0.0745756489905631,"RBI"
"B18-10067",1-01-01,1,19,4,3,16,0,0,0,-0.2,0.191919191919192,0.142857142857143,0.103448275862069,0.00945067926757236,0.440587280455297,0,0,0,0,0.240587280455297,0.044901339116268,"RBI"
"B18-10068",1-01-01,1,26,7,4,6,0,1,0,-0.1,0.262626262626263,0.25,0.137931034482759,0.00354400472533963,0.651443298290356,0,0.438691337650831,0,0.438691337650831,1.42882597359202,0.298257137226443,"RBI"
"B18-10069",1-01-01,1,13,4,4,24,0,0,0,0,0.131313131313131,0.142857142857143,0.137931034482759,0.0141760189013585,0.415645313378372,0,0,0,0,0.415645313378372,0.0822271457096743,"RBI"
"B18-10070",1-01-01,1,29,5,5,18,0,3,0,0,0.292929292929293,0.178571428571429,0.172413793103448,0.0106320141760189,0.646572518148175,0,0.577350269189626,0,0.577350269189626,1.80127305652743,0.377670161306487,"RBI"
"B18-10071",1-01-01,1,22,3,3,3,0,0,0,0,0.222222222222222,0.107142857142857,0.103448275862069,0.00177200236266982,0.433256355817816,0,0,0,0,0.433256355817816,0.0859821654195769,"RBI"
"B18-10072",1-01-01,1,18,4,4,8,0,0,0,0,0.181818181818182,0.142857142857143,0.137931034482759,0.00472533963378618,0.46378769406653,0,0,0,0,0.46378769406653,0.0924920456431833,"RBI"
"B18-10073",1-01-01,1,37,15,5,60,0,1,0,-0.1,0.373737373737374,0.535714285714286,0.172413793103448,0.0354400472533963,1.09072546436846,0,0.438691337650831,0,0.438691337650831,1.86810813967012,0.391920712083181,"RBI"
"B18-10074",1-01-01,1,54,8,13,44,0,0,0,-0.2,0.545454545454545,0.285714285714286,0.448275862068966,0.025989367985824,1.28594203523425,0,0,0,0,1.08594203523425,0.225147555487047,"RBI"
"B18-10075",1-01-01,1,61,15,25,351,0,0,0,-0.1,0.616161616161616,0.535714285714286,0.862068965517241,0.207324276432369,2.06577593650124,0,0,0,0,1.96577593650124,0.412745402239069,"RBI"
"B18-10076",1-01-01,1,43,12,10,24,0,1,1,0,0.434343434343434,0.428571428571429,0.344827586206897,0.0141760189013585,1.2112864538471,0,0.438691337650831,0.508132748154615,0.946824085805446,3.10493462545799,0.655636380694667,"RBI"
"B18-10077",1-01-01,1,43,9,8,54,0,1,2,0,0.434343434343434,0.321428571428571,0.275862068965517,0.0318960425280567,1.03960808536954,0,0.438691337650831,0.604275079471354,1.04296641712218,3.12554091961391,0.660030046825993,"RBI"
"B18-10078",1-01-01,1,49,12,9,106,0,5,0,0,0.494949494949495,0.428571428571429,0.310344827586207,0.0626107501476669,1.24951843864405,0,0.655996557088477,0,0.655996557088477,2.561511552821,0.539767921710235,"RBI"
"B18-10079",1-01-01,1,32,8,6,52,0,7,0,0,0.323232323232323,0.285714285714286,0.206896551724138,0.0307147076196102,0.823521837575649,0,0.713565047642691,0,0.713565047642691,2.25065193286103,0.473486552848834,"RBI"
"B18-10080",1-01-01,1,18,1,6,790,0,0,0,0,0.181818181818182,0.0357142857142857,0.206896551724138,0.466627288836385,0.541085841465702,0,0,0,0,0.541085841465702,0.108973526964968,"RBI"
"B18-10081",1-01-01,1,25,8,7,63,0,0,0,0,0.252525252525253,0.285714285714286,0.241379310344828,0.0372120496160662,0.788921860988382,0,0,0,0,0.788921860988382,0.161817027929293,"RBI"
"B18-10082",1-01-01,1,26,7,9,61,0,0,0,0,0.262626262626263,0.25,0.310344827586207,0.0360307147076196,0.831978768889374,0,0,0,0,0.831978768889374,0.170997605306903,"RBI"
"B18-10083",1-01-01,1,41,6,12,110,0,0,0,-0.1,0.414141414141414,0.214285714285714,0.413793103448276,0.06497341996456,1.05846358686654,0,0,0,0,0.958463586866544,0.197966649651715,"RBI"
"B18-10084",1-01-01,1,5,1,3,20,0,0,0,0,0.0505050505050505,0.0357142857142857,0.103448275862069,0.0118133490844654,0.192620949352522,0,0,0,0,0.192620949352522,0.0346739764077871,"RBI"
"B18-10085",1-01-01,1,18,4,1,24,0,0,0,-0.1,0.181818181818182,0.142857142857143,0.0344827586206897,0.0141760189013585,0.362702088021354,0,0,0,0,0.262702088021354,0.0496166498979433,"RBI"
"B18-10086",1-01-01,1,28,5,8,74,0,0,0,-0.1,0.282828282828283,0.178571428571429,0.275862068965517,0.0437093916125222,0.748189128268359,0,0,0,0,0.648189128268359,0.131810048671292,"RBI"
"B18-10087",1-01-01,1,20,3,9,28,0,0,0,0,0.202020202020202,0.107142857142857,0.310344827586207,0.0165386887182516,0.623642558928829,0,0,0,0,0.623642558928829,0.126576238577575,"RBI"
"B18-10088",1-01-01,1,36,8,9,62,0,0,0,0,0.363636363636364,0.285714285714286,0.310344827586207,0.0366213821618429,0.968850822477317,0,0,0,0,0.968850822477317,0.200181412042072,"RBI"
"B18-10089",1-01-01,1,51,8,8,47,0,0,0,0,0.515151515151515,0.285714285714286,0.275862068965517,0.0277613703484938,1.08366821241844,0,0,0,0,1.08366821241844,0.224662731858943,"RBI"
"B18-10090",1-01-01,1,20,1,5,36,0,0,0,0,0.202020202020202,0.0357142857142857,0.172413793103448,0.0212640283520378,0.415464287925945,0,0,0,0,0.415464287925945,0.0821885475321845,"RBI"
"B18-10091",1-01-01,1,56,14,5,19,0,0,0,-0.1,0.565656565656566,0.5,0.172413793103448,0.0112226816302422,1.24087602916757,0,0,0,0,1.14087602916757,0.236860560590101,"RBI"
"B18-10092",1-01-01,1,33,3,5,22,0,0,0,-0.1,0.333333333333333,0.107142857142857,0.172413793103448,0.012994683992912,0.616138654577867,0,0,0,0,0.516138654577867,0.103654297351358,"RBI"
"B18-10093",1-01-01,1,41,5,9,54,0,1,0,-0.1,0.414141414141414,0.178571428571429,0.310344827586207,0.0318960425280567,0.911031680931064,0,0.438691337650831,0,0.438691337650831,1.68841435623273,0.353606472544291,"RBI"
"B18-10094",1-01-01,1,39,10,5,16,0,0,0,0,0.393939393939394,0.357142857142857,0.172413793103448,0.00945067926757236,0.925858714002592,0,0,0,0,0.925858714002592,0.191014651173261,"RBI"
"B18-10095",1-01-01,1,31,1,5,12,0,0,0,0,0.313131313131313,0.0357142857142857,0.172413793103448,0.00708800945067927,0.523031394311717,0,0,0,0,0.523031394311717,0.105123964672008,"RBI"
"B18-10096",1-01-01,1,61,13,12,73,0,0,0,0,0.616161616161616,0.464285714285714,0.413793103448276,0.0431187241582989,1.50502011493518,0,0,0,0,1.50502011493518,0.314503222800678,"RBI"
"B18-10097",1-01-01,1,43,10,5,28,0,0,0,0,0.434343434343434,0.357142857142857,0.172413793103448,0.0165386887182516,0.968034756769303,0,0,0,0,0.968034756769303,0.200007410825011,"RBI"
"B18-10098",1-01-01,1,55,6,10,38,0,0,0,0,0.555555555555556,0.214285714285714,0.344827586206897,0.0224453632604843,1.12028019686329,0,0,0,0,1.12028019686329,0.232469125130765,"RBI"
"B18-10099",1-01-01,1,54,9,9,58,0,0,0,0,0.545454545454545,0.321428571428571,0.310344827586207,0.0342587123449498,1.18579262255556,0,0,0,0,1.18579262255556,0.24643765939351,"RBI"
"B18-10100",1-01-01,1,71,13,8,13,0,0,0,0,0.717171717171717,0.464285714285714,0.275862068965517,0.00767867690490254,1.45923916964917,0,0,0,0,1.45923916964917,0.304741827217308,"RBI"
"B18-10101",1-01-01,1,36,7,1,5,0,0,0,0,0.363636363636364,0.25,0.0344827586206897,0.00295333727111636,0.648857456574832,0,0,0,0,0.648857456574832,0.131952549376297,"RBI"
"B18-10102",1-01-01,1,37,11,7,23,0,0,0,0,0.373737373737374,0.392857142857143,0.241379310344828,0.0135853514471353,1.01137016480113,0,0,0,0,1.01137016480113,0.209247369893631,"RBI"
"B18-10103",1-01-01,1,18,2,3,4,0,0,0,0,0.181818181818182,0.0714285714285714,0.103448275862069,0.00236266981689309,0.357285696563045,0,0,0,0,0.357285696563045,0.0697837306104575,"RBI"
"B18-10104",1-01-01,1,18,3,5,10,0,0,0,-0.1,0.181818181818182,0.107142857142857,0.172413793103448,0.00590667454223272,0.462851500700045,0,0,0,0,0.362851500700045,0.0709704692324191,"RBI"
"B18-10105",1-01-01,1,42,9,7,25,0,0,0,0,0.424242424242424,0.321428571428571,0.241379310344828,0.0147666863555818,0.990741977604719,0,0,0,0,0.990741977604719,0.204849035736614,"RBI"
"B18-10106",1-01-01,1,54,10,11,47,0,0,0,0,0.545454545454545,0.357142857142857,0.379310344827586,0.0277613703484938,1.28884809001211,0,0,0,0,1.28884809001211,0.268411106612391,"RBI"
"B18-10107",1-01-01,1,41,8,7,36,0,0,0,0,0.414141414141414,0.285714285714286,0.241379310344828,0.0212640283520378,0.946551017288537,0,0,0,0,0.946551017288537,0.195426656138281,"RBI"
"B18-10108",1-01-01,1,43,9,5,18,0,0,0,0,0.434343434343434,0.321428571428571,0.172413793103448,0.0106320141760189,0.930843802419459,0,0,0,0,0.930843802419459,0.192077569812251,"RBI"
"B18-10109",1-01-01,1,45,9,10,36,0,0,0,0,0.454545454545455,0.321428571428571,0.344827586206897,0.0212640283520378,1.12611761926893,0,0,0,0,1.12611761926893,0.233713778095721,"RBI"
"B18-10110",1-01-01,1,29,10,4,12,0,0,0,0,0.292929292929293,0.357142857142857,0.137931034482759,0.00708800945067927,0.789775186917579,0,0,0,0,0.789775186917579,0.161998973756413,"RBI"
"B18-10111",1-01-01,1,48,9,3,12,0,0,0,0,0.484848484848485,0.321428571428571,0.103448275862069,0.00708800945067927,0.911497334501795,0,0,0,0,0.911497334501795,0.187952523347931,"RBI"
"B18-10112",1-01-01,1,33,4,7,84,0,0,0,0,0.333333333333333,0.142857142857143,0.241379310344828,0.0496160661547549,0.729973803073993,0,0,0,0,0.729973803073993,0.149248145644775,"RBI"
"B18-10113",1-01-01,1,32,8,5,13,0,5,0,-0.1,0.323232323232323,0.285714285714286,0.172413793103448,0.00767867690490254,0.783280071276283,0,0.655996557088477,0,0.655996557088477,1.99527318545324,0.419034794339709,"RBI"
"B18-10114",1-01-01,1,35,9,10,151,0,7,0,0,0.353535353535354,0.321428571428571,0.344827586206897,0.0891907855877141,1.04208920756775,0,0.713565047642691,0,0.713565047642691,2.46921930285313,0.520089403593418,"RBI"
"B18-10115",1-01-01,1,43,8,15,232,0,3,0,0,0.434343434343434,0.285714285714286,0.517241379310345,0.137034849379799,1.27155781171301,0,0.577350269189626,0,0.577350269189626,2.42625835009227,0.510929285733959,"RBI"
"B18-10116",1-01-01,1,27,3,6,14,0,1,0,0,0.272727272727273,0.107142857142857,0.206896551724138,0.00826934435912581,0.588834017684049,0,0.438691337650831,0,0.438691337650831,1.46621669298571,0.306229572065184,"RBI"
"B18-10117",1-01-01,1,43,6,8,21,0,0,0,-0.1,0.434343434343434,0.214285714285714,0.275862068965517,0.0124040165386887,0.927592221729338,0,0,0,0,0.827592221729338,0.170062307404976,"RBI"
"B18-10118",1-01-01,1,69,16,15,63,0,1,0,-0.1,0.696969696969697,0.571428571428571,0.517241379310345,0.0372120496160662,1.79494266011263,0,0.438691337650831,0,0.438691337650831,2.57232533541429,0.542073632284497,"RBI"
"B18-10119",1-01-01,1,35,5,7,60,0,0,0,-0.1,0.353535353535354,0.178571428571429,0.241379310344828,0.0354400472533963,0.782346104264959,0,0,0,0,0.682346104264959,0.139092985984,"RBI"
"B18-10120",1-01-01,1,39,4,6,14,0,0,0,0,0.393939393939394,0.142857142857143,0.206896551724138,0.00826934435912581,0.745760424610456,0,0,0,0,0.745760424610456,0.152614163029948,"RBI"
"B18-10121",1-01-01,1,24,6,9,75,0,12,0,0,0.242424242424242,0.214285714285714,0.310344827586207,0.0443000590667454,0.77812979906285,0,0.816496580927726,0,0.816496580927726,2.4111229609183,0.507702123863177,"RBI"
"B18-10122",1-01-01,1,61,12,4,9,0,0,0,-0.1,0.616161616161616,0.428571428571429,0.137931034482759,0.00531600708800945,1.18399308098781,0,0,0,0,1.08399308098781,0.22473200021062,"RBI"
"B18-10123",1-01-01,1,36,7,11,97,0,4,0,0,0.363636363636364,0.25,0.379310344827586,0.0572947430596574,1.00727039422886,0,0.6204032394014,0,0.6204032394014,2.24807687303166,0.472937499580312,"RBI"
"B18-10124",1-01-01,1,6,1,5,18,0,0,0,0,0.0606060606060606,0.0357142857142857,0.172413793103448,0.0106320141760189,0.271392142967799,0,0,0,0,0.271392142967799,0.051469540078422,"RBI"
"B18-10125",1-01-01,1,9,1,1,1,0,0,0,0,0.0909090909090909,0.0357142857142857,0.0344827586206897,0.000590667454223272,0.161253802107622,0,0,0,0,0.161253802107622,0.0279858853107936,"RBI"
"B18-10126",1-01-01,1,18,5,10,15,0,1,0,0,0.181818181818182,0.178571428571429,0.344827586206897,0.00886001181334909,0.707432199549844,0,0.438691337650831,0,0.438691337650831,1.58481487485151,0.331517030885182,"RBI"
